subPlot,Plot#,NearestSage,TransectPair,Date,Litter,Bare,Crypto,Rock,Dung,FirstYearSeedlingDensity,BRTE_A,VUBR_A,ELCA_A,Inv_AG_A,ERCI_A,LASE_A,DESO_A,SATR_A,SIAL_A,LEPE_A,UJ1_A,CETE_A,ALMI_A,TRDU_A,Inv_AF_A,POSE_A,ELEL_A,PASM_A,ORHY_A,CARX_A,ACTH_A,Nat_PG_A,TEGL_A,ERNA_A,GRSP_A,CHVI_A,ARTR_A,Shrub_A,UNK9_A,DEPI_A,UJ10_A,UJ13_A,UJ8_A,Nat_AF_A,PHDI_A,UNKJ4_A,UJ11_A,UJ12_A,UJ14_A,UJ4_A,CABR_A,UJ9_A,UJ7_A,CROC_A,DICA_A,AMIN_A,UJ3_A,UNK11_A,UJ5_A,Nat_PF_A
1-10,J08,0,C,2016/06/27,38,50,5,5,0.5,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,7,0,0,0,0,0,7,0,0,0,0,8,8,0.5,0,0,0,0,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1-11,J08,0,C,2016/06/27,71,25,0,3,0,0,5,0,0,5,0,0,0,0,0,0,0,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,40,40,2,3,0,0,0,5,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
2-1,J08,0,C,2016/06/27,98,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,10,0,0,0,0,55,55,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,2
2-2,J08,0,C,2016/06/27,86,7,0,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,7,0,0,0,0,25,25,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,4
2-3,J08,0,C,2016/06/27,18,80,0.5,1,0.5,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,2,4,0,0,0,0,0,4,0,0,0,0,0.5,0.5,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,2
2-4,J08,0,C,2016/06/27,37,60,0,1,0.5,0,0.5,0.5,0,1,0,0,0,0,0,0,0,1,0,0,1,6,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,2
2-5,J08,0,C,2016/06/27,21,10,60,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,0,0,0,0,0,13,0,0,0,0,50,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2-6,J08,0,C,2016/06/27,64,25,7,0.5,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0,0,0.5,14,0,0,0,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2-7,J08,0,C,2016/06/27,53,35,8,0.5,1,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,2,13,0,0,0,0,0,13,0,0,0,0,0,0,0,1,0,0,0,1,0,0,3,0,0.5,0,0,0,0,0,0,0,0,0,0,3.5
2-8,J08,0,C,2016/06/27,5,76,14,3,2,2,0,0,0,0,0,0,0,0,0,0,0,2,0,0,2,0.5,0,0,0,0,0,0.5,0,0,0,0,0.5,0.5,0,0,0,0,0,0,0,0,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0.5
2-9,J08,0,C,2016/06/27,7,85,5,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0,0,0.5,2,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,4
2-10,J08,0,C,2016/06/27,17,68,12,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,6,0,0,0,0,1,1,0,1,0,0,0,1,0.5,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1.5
2-11,J08,0,C,2016/06/27,32,50,13,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0,0,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0.5
1-1,J08,0,B,2016/06/27,41,50,5,1,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0,0,0.5,9,0,0,0,0,0,9,0,0,0,0,1,1,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,3
1-2,J08,0,B,2016/06/27,49,49,0,1,1,0,0,0.5,0,0.5,0,0,0,0,0,0,0,2,0,0,2,3,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,2
1-3,J08,0,B,2016/06/27,76,8,12,2,1,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,2,8,0,0,0,0,0,8,0,0,0,0,30,30,0.5,0,0,0,0,0.5,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
1-4,J08,0,B,2016/06/27,10,72,14,2,0.5,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,2,9,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1-5,J08,0,B,2016/06/27,40,46,8,2,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,12,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1-6,J08,0,B,2016/06/27,20,45,3,1,30,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,8,1,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,3
1-7,J08,0,B,2016/06/27,95,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,3,0,0,3,20,0,0,0,0,0,20,0,0,0,0,65,65,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,2
1-8,J08,0,B,2016/06/27,93,3,0,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0,0,0.5,20,0,0,0,0,0,20,0,0,0,0,75,75,0,0,0,0,0,0,0,0,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0.5
1-9,J08,0,B,2016/06/27,47,30,6,0.5,15,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,7,0,0,0,0,0,7,0,0,0,0,5,5,0.5,0,0,0,0,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1-10,J08,0,B,2016/06/27,79,3,15,0,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0,0,0,0,0,15,0,0,0,0,0,0,0,1,0,0,0,1,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,3
1-11,J08,0,B,2016/06/27,81,8,8,0.5,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,0,0,0,0,0,13,0,0,0,0,3,3,0,0,0,0,0,0,0,0,0,0.5,0,0,0,0,0,0,0,0,0,0,0,0.5
2-1,J08,0,B,2016/06/27,15,80,0,2,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,7,0,0,0,0,2,2,0,0,0,0,0,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,3
2-2,J08,0,B,2016/06/27,83,10,0,1,0.5,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,2,20,0,0,0,0,0,20,0,0,0,0,25,25,0,0.5,0,0,0,0.5,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
2-3,J08,0,B,2016/06/27,71,20,5,0,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2-4,J08,0,B,2016/06/27,53,20,20,0.5,3,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,2,10,0,0,0,0,0,10,0,0,0,0,7,7,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
2-5,J08,0,B,2016/06/27,52,20,25,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,4,0,0,0,0,0,4,0,0,0,0,25,25,0.5,0.5,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2-6,J08,0,B,2016/06/27,61,35,0,0,0.5,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,9,0,0,0,0,0,9,0,0,0,0,15,15,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
2-7,J08,0,B,2016/06/27,67,20,10,0.5,1,0,0,0.5,0,0.5,0,0,0,0,0,0,0,1,0,0,1,5,0,0,0,0,0,5,0,0,0,0,75,75,1,0.5,0,0,0,1.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2-8,J08,0,B,2016/06/27,70,10,12,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,15,0,0,0,0,0,15,0,0,0,0,10,10,0,0,0,0,0,0,0,0,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0.5
2-9,J08,0,B,2016/06/27,83,8,3,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,7,5,0,0,0,0,12,0,0,0,0,25,25,0.5,0.5,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2-10,J08,0,B,2016/06/27,73,10,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,0,0,0,0,0,25,0,0,0,0,30,30,0.5,0,0,0,0,0.5,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
2-11,J08,0,B,2016/06/27,15,83,0,0.5,1,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,4,3,0,0,0,0,0,3,0,0,0,0,30,30,1,0,0,0,0,1,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,2
1-1,J10,0,A,2016/06/22,3,94,0,2,0,0,3,0,0,3,0,0,0,0,0,0,0,1,0,0,1,4,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1-2,J10,0,A,2016/06/22,96,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,9,40,0,0,0,0,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1-3,J10,0,A,2016/06/22,74,25,0,0.5,0.5,57,4,0,0,4,0,0,0,0,0,0,0,0.5,0,0,0.5,0.5,0,0,0,0,0,0.5,0,0,0,0,30,30,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1-4,J10,0,A,2016/06/22,10,83,0,4,0.5,0,2,0,0,2,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,8,0,0,0,0,1,1,0,0.5,0,0,0,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1-5,J10,0,A,2016/06/22,5,88,1,0,1,0,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1-6,J10,0,A,2016/06/22,97,0,0,0,1,0,2,0,0,2,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,5,0,0,0,0,70,70,0.5,0,0,0,0,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1-7,J10,0,A,2016/06/22,91,7,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,8,0,0,0,0,5,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1-8,J10,0,A,2016/06/22,15,20,61,0.5,0.5,0,0.5,0,0,0.5,0,0,0,0,0,0,0,0,0,0,0,5,3,0,0,0,0,8,6,0,0,0,10,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1-9,J10,0,A,2016/06/22,15,52,30,0.5,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,6,0,0,0,0,25,25,0,0.5,0,0,0,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1-10,J10,0,A,2016/06/22,93,1,1,0,0,0,15,0,0,15,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,0,0,0,0,25,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1-11,J10,0,A,2016/06/22,7,88,0,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,0,0,0,0,6,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2-1,J10,0,A,2016/06/22,35,60,0,0,0,0,0.5,0,0,0.5,0,0,0,0,0,0,0,0,0,0,0,15,0,0,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2-2,J10,0,A,2016/06/22,40,57,0,0.5,0.5,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0.5,0.5,7,0,0,0,0,0,7,0,0,0,0,0,0,0,0.5,0,0,0,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2-3,J10,0,A,2016/06/22,7,87,1,1,0.5,0,2,0,0,2,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2-4,J10,0,A,2016/06/22,5,88,0,3,0,0,2,0,0,2,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2-5,J10,0,A,2016/06/22,60,34,0.5,0.5,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,0,0,0,0,0,16,0,0,0,0,15,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2-6,J10,0,A,2016/06/22,75,20,0,0,0.5,0,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,12,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2-7,J10,0,A,2016/06/22,30,62,2,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,13,0,0,0,0,0,13,0,0,0,0,0,0,0,0.5,0,0,0,0.5,0,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5
2-8,J10,0,A,2016/06/22,7,82,7,2,0.5,0,0.5,0.5,0,1,0,0,0,0,0,0,0,0.5,0,0,0.5,4,0,0,0,0,0,4,0,0,0,0,0,0,0,0.5,0,0,0,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2-9,J10,0,A,2016/06/22,60,30,4,1,0.5,1,2,0,0,2,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,7,0,0,0,0,25,25,0,0.5,0,0,0,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2-10,J10,0,A,2016/06/22,10,80,0,5,0.5,0,7,0,0,7,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,5,0,0,0,0,0,0,0.5,0,0,0,0,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2-11,J10,0,A,2016/06/22,95,1,1,0.5,0.5,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,5,0,0,0,0,40,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1-1,J10,0,B,2016/06/22,76,15,1,2,0.5,0,11,0,0,11,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1-2,J10,0,B,2016/06/22,80,5,10,1,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,10,0,0,0,0,25,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1-3,J10,0,B,2016/06/22,90,5,0,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,9,6,0,0,0,15,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1-4,J10,0,B,2016/06/22,3,91,1,4,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,4,0,0,0,0,0,0,0,0.5,0,0,0,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1-5,J10,0,B,2016/06/22,76,20,0.5,0.5,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0,0,0,0,0,15,1,0,0,0,0,1,0,0,0,0,0,0,0,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5
1-6,J10,0,B,2016/06/22,4,81,1,4,0.5,1,0,0,0,0,0,0,0,0,0,0,0,0.5,0,0,0.5,7,0,0,0,0,0,7,0,0,0,0,0.5,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1-7,J10,0,B,2016/06/22,54,40,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0.5,0,0,0.5,7,0.5,0,0,0,0,7.5,0,0,0,0,0.5,0.5,0,0.5,0,0,0,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1-8,J10,0,B,2016/06/22,3,97,0,0.5,0.5,0,3,0,0,3,0,0,0,0,0,0,0,0.5,0,0,0.5,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5
1-9,J10,0,B,2016/06/22,30,67,0,1,1,0,4,0,0,4,3,0,0,0,0,0,0,0,0,0,3,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0.5,0,0,0,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1-10,J10,0,B,2016/06/22,68,30,0,0.5,0.5,0,7,0,0,7,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5
1-11,J10,0,B,2016/06/22,58,40,0,0,1,0,5,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0,0,0,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2-1,J10,0,B,2016/06/22,56,40,0,0,0,0,12,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2-2,J10,0,B,2016/06/22,93,2,0,0,1,0,10,0,0,10,0,0,0,0,0,0,0,0.5,0,0,0.5,3,0,0,0,0,0,3,0,0,0,0,18,18,0,0.5,0,0,0,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2-3,J10,0,B,2016/06/22,30,66,0,1,0,0,4,0,0,4,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,6,0,0,0,0,0.5,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2-4,J10,0,B,2016/06/22,96,4,0,0,0,19,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0.5,0,0,0,0,0,0.5,0,0,0,0,45,45,0,0.5,0,0,0,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2-5,J10,0,B,2016/06/22,5,75,15,1,0.5,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2-6,J10,0,B,2016/06/22,70,0,15,0,0,3,0,0,0,0,0.5,0,0,0,0,0,0,0,0,0,0.5,4,0,0,0,0,0,4,0,0,0,0,80,80,0.5,0,0,0,0,0.5,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,2
2-7,J10,0,B,2016/06/22,5,93,1,0,0,0,4,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0.5,0,0,0,0,0,0.5,0,0,0,0,0,0,0.5,0,0,0,0,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2-8,J10,0,B,2016/06/22,99,0,0,0,0,2,0.5,0,0,0.5,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,2,0,0,0,0,75,75,0.5,0,0,0,0,0.5,0,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5
2-9,J10,0,B,2016/06/22,3,93,1,0.5,0.5,0,0.5,0,0,0.5,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2-10,J10,0,B,2016/06/22,2,94,0,4,0,0,0.5,0,0,0.5,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2-11,J10,0,B,2016/06/22,4,87,2,4,0.5,0,2,0,0,2,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1-1,J10,0,C,2016/06/22,15,81,3,0.5,0.5,0,2,0,0,2,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,0,0,0,0,0,0,0,0.5,0,0,0,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1-2,J10,0,C,2016/06/22,46,45,2,0.5,2,0,2,0,0,2,0,0,0,0,0,0,0,0,0,0,0,17,0,0,0,0,0,17,0,0,12,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1-3,J10,0,C,2016/06/22,9,90,0,0.5,1,0,4,0.5,0,4.5,0,0,0,0,0,0,0,0.5,0,0,0.5,3,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1-4,J10,0,C,2016/06/22,73,25,0,1,0,0,5,0,0,5,1,0,0,0,0,0,0,0,0,0,1,0.5,0,0,0,0,0,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1-5,J10,0,C,2016/06/22,4,91,0,3,1,0,3,0.5,0,3.5,0,0,0,0,0,0,0,0.5,0,0,0.5,3,0,0,0,0,0,3,0,0,0,0,0,0,0,0.5,0,0,0,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1-6,J10,0,C,2016/06/22,30,68,0,1,0.5,0,5,0.5,0,5.5,0,0,0,0,0,0,0,0.5,0,0,0.5,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0.5,0,0,0,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1-7,J10,0,C,2016/06/22,3,88,3,4,0.5,0,2,0,0,2,0,0,0,0,0,0,0,2,0,0,2,4,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1-8,J10,0,C,2016/06/22,10,84,0,3,0,10,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,4,0,0,0,0,25,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1-9,J10,0,C,2016/06/22,1,94,2,3,0.5,0,2,0.5,0,2.5,0,0,0,0,0,0,0,0.5,0,0,0.5,6,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1-10,J10,0,C,2016/06/22,66,20,0,0.5,0,0,4,0,0,4,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,7,0,0,0,0,20,20,0,0.5,0,0,0,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
1-11,J10,0,C,2016/06/22,10,84,0,1,0.5,0,10,0,0,10,1,0,0,0,0,0,0,0,0,0,1,6,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2-1,J10,0,C,2016/06/22,18,70,0,0,1,4,3,0,0,3,0,0,0,0,0,0,0,0.5,0,0,0.5,10,0,0,0,0,0,10,0,0,0,0,0.5,0.5,0,0.5,0,0,0,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2-2,J10,0,C,2016/06/22,7,88,0,2,0.5,0,2,0,0,2,0,0,0,0,0,0,0,1,0,0,1,7,0,0,0,0,0,7,0,0,0,0,0,0,0.5,0.5,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2-3,J10,0,C,2016/06/22,4,95,0,0.5,1,2,3,0.5,0,3.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0.5,0.5,0,0,0,0,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2-4,J10,0,C,2016/06/22,4,89,2,1,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2-5,J10,0,C,2016/06/22,6,84,1,5,0.5,0,0.5,0,0,0.5,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2-6,J10,0,C,2016/06/22,7,73,12,3,1,0,0,0.5,0,0.5,0,0,0,0,0,0,0,0,0,0,0,15,0,0,0,0,0,15,0,0,0,0,0,0,0.5,0.5,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2-7,J10,0,C,2016/06/22,4,90,3,2,0.5,4,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,4,0,0,0,0,0.5,0.5,0.5,0,0,0,0,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2-8,J10,0,C,2016/06/22,2,89,4,4,1,47,0,0,0,0,0,0,0,0,0,0,0,0.5,0,0,0.5,1,0,0,0,0,0,1,0,0,0,0,2,2,0,0.5,0,0,0,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2-9,J10,0,C,2016/06/22,2,87,2,5,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,0,0,0,0,0.5,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2-10,J10,0,C,2016/06/22,20,72,2,5,0.5,0,1,0,0,1,0,0,0,0,0,0,0,0.5,0,0,0.5,3,0,0,0,0,0,3,0,0,0,0,0,0,0,0.5,0,0,0,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
