Site number,Site type,Transect,Species,Dead,Start,Stop,Difference,,Site number,Site type,Transect,Species,Dead,Live,Total,% cover dead,% cover live,% cover total
13,M,0,ARTRIW,X,4220,4245,25,,,,,,,,,,,
13,M,0,ARTRIW,X,4730,4755,25,,,,,,,,,,,
13,M,0,ARTRIW,,250,275,25,,,,,,,,,,,
13,M,0,ARTRIW,,700,720,20,,,,,,,,,,,
13,M,0,ARTRIW,,745,775,30,,,,,,,,,,,
13,M,0,ARTRIW,,945,975,30,,,,,,,,,,,
13,M,0,ARTRIW,,985,1050,65,,,,,,,,,,,
13,M,0,ARTRIW,,1140,1185,45,,,,,,,,,,,
13,M,0,ARTRIW,,1325,1330,5,,,,,,,,,,,
13,M,0,ARTRIW,,1335,1370,35,,,,,,,,,,,
13,M,0,ARTRIW,,1400,1420,20,,,,,,,,,,,
13,M,0,ARTRIW,,1585,1905,320,,,,,,,,,,,
13,M,0,ARTRIW,,1920,1965,45,,,,,,,,,,,
13,M,0,ARTRIW,,1800,1810,10,,,,,,,,,,,
13,M,0,ARTRIW,,1820,1860,40,,,,,,,,,,,
13,M,0,ARTRIW,,1840,1890,50,,,,,,,,,,,
13,M,0,ARTRIW,,2585,2625,40,,,,,,,,,,,
13,M,0,ARTRIW,,2775,2815,40,,,,,,,,,,,
13,M,0,ARTRIW,,2860,2870,10,,,,,,,,,,,
13,M,0,ARTRIW,,2890,2920,30,,,,,,,,,,,
13,M,0,ARTRIW,,2985,3005,20,,,,,,,,,,,
13,M,0,ARTRIW,,3195,3240,45,,,,,,,,,,,
13,M,0,ARTRIW,,3720,3780,60,,,,,,,,,,,
13,M,0,ARTRIW,,3855,3895,40,,,,,,,,,,,
13,M,0,ARTRIW,,3980,4010,30,,,,,,,,,,,
13,M,0,ARTRIW,,4190,4200,10,,,,,,,,,,,
13,M,0,ARTRIW,,4390,4395,5,,,,,,,,,,,
13,M,0,ARTRIW,,4760,4785,25,,,,,,,,,,,
13,M,20,ARTRIW,X,575,610,35,,,,,,,,,,,
13,M,20,ARTRIW,X,635,655,20,,,,,,,,,,,
13,M,20,ARTRIW,X,685,710,25,,,,,,,,,,,
13,M,20,ARTRIW,X,1415,1435,20,,,,,,,,,,,
13,M,20,ARTRIW,X,1445,1460,15,,,,,,,,,,,
13,M,20,ARTRIW,X,1515,1550,35,,,,,,,,,,,
13,M,20,ARTRIW,X,1645,1660,15,,,,,,,,,,,
13,M,20,ARTRIW,X,1805,1815,10,,,,,,,,,,,
13,M,20,ARTRIW,X,1990,2015,25,,,,,,,,,,,
13,M,20,ARTRIW,X,2275,2285,10,,,,,,,,,,,
13,M,20,ARTRIW,X,2310,2370,60,,,,,,,,,,,
13,M,20,ARTRIW,X,3705,3760,55,,,,,,,,,,,
13,M,20,ARTRIW,X,3900,3915,15,,,,,,,,,,,
13,M,20,ARTRIW,X,4020,4085,65,,,,,,,,,,,
13,M,20,ARTRIW,X,4390,4400,10,,,,,,,,,,,
13,M,20,ARTRIW,X,4475,4490,15,,,,,,,,,,,
13,M,20,ARTRIW,X,4545,4590,45,,,,,,,,,,,
13,M,20,ARTRIW,X,4715,4730,15,,,,,,,,,,,
13,M,20,ARTRIW,X,4740,4750,10,,,,,,,,,,,
13,M,20,ARTRIW,X,4830,4855,25,,,,,,,,,,,
13,M,20,ARTRIW,,710,755,45,,,,,,,,,,,
13,M,20,ARTRIW,,920,945,25,,,,,,,,,,,
13,M,20,ARTRIW,,1435,1445,10,,,,,,,,,,,
13,M,20,ARTRIW,,1715,1725,10,,,,,,,,,,,
13,M,20,ARTRIW,,1785,1805,20,,,,,,,,,,,
13,M,20,ARTRIW,,1815,1830,15,,,,,,,,,,,
13,M,20,ARTRIW,,1900,1925,25,,,,,,,,,,,
13,M,20,ARTRIW,,2135,2190,55,,,,,,,,,,,
13,M,20,ARTRIW,,2235,2275,40,,,,,,,,,,,
13,M,20,ARTRIW,,2285,2295,10,,,,,,,,,,,
13,M,20,ARTRIW,,2370,2465,95,,,,,,,,,,,
13,M,20,ARTRIW,,3685,3705,20,,,,,,,,,,,
13,M,20,ARTRIW,,4440,4475,35,,,,,,,,,,,
13,M,20,ARTRIW,,4590,4600,10,,,,,,,,,,,
13,M,20,ARTRIW,,4645,4660,15,,,,,,,,,,,
13,M,20,ARTRIW,,4705,4715,10,,,,,,,,,,,
13,M,20,ARTRIW,,4755,4765,10,,,,,,,,,,,
13,M,20,ARTRIW,,4810,4830,20,,,,,,,,,,,
13,M,20,ARTRIW,,4910,4920,10,,,,,,,,,,,
13,M,20,ARTRIW,,4955,4985,30,,,,,,,,,,,
13,M,40,ARTRIW,X,445,470,25,,,,,,,,,,,
13,M,40,ARTRIW,X,640,680,40,,,,,,,,,,,
13,M,40,ARTRIW,X,1360,1380,20,,,,,,,,,,,
13,M,40,ARTRIW,X,1850,1870,20,,,,,,,,,,,
13,M,40,ARTRIW,X,1925,1960,35,,,,,,,,,,,
13,M,40,ARTRIW,X,3030,3040,10,,,,,,,,,,,
13,M,40,ARTRIW,X,3105,3120,15,,,,,,,,,,,
13,M,40,ARTRIW,X,3525,3540,15,,,,,,,,,,,
13,M,40,ARTRIW,X,3650,3675,25,,,,,,,,,,,
13,M,40,ARTRIW,X,4300,4310,10,,,,,,,,,,,
13,M,40,ARTRIW,X,4795,4815,20,,,,,,,,,,,
13,M,40,ARTRIW,,35,80,45,,,,,,,,,,,
13,M,40,ARTRIW,,470,480,10,,,,,,,,,,,
13,M,40,ARTRIW,,625,640,15,,,,,,,,,,,
13,M,40,ARTRIW,,820,890,70,,,,,,,,,,,
13,M,40,ARTRIW,,980,1010,30,,,,,,,,,,,
13,M,40,ARTRIW,,1290,1325,35,,,,,,,,,,,
13,M,40,ARTRIW,,1430,1490,60,,,,,,,,,,,
13,M,40,ARTRIW,,1560,1590,30,,,,,,,,,,,
13,M,40,ARTRIW,,1685,1705,20,,,,,,,,,,,
13,M,40,ARTRIW,,1725,1735,10,,,,,,,,,,,
13,M,40,ARTRIW,,1875,1925,50,,,,,,,,,,,
13,M,40,ARTRIW,,2285,2325,40,,,,,,,,,,,
13,M,40,ARTRIW,,2415,2485,70,,,,,,,,,,,
13,M,40,ARTRIW,,2935,3000,65,,,,,,,,,,,
13,M,40,ARTRIW,,3020,3030,10,,,,,,,,,,,
13,M,40,ARTRIW,,3190,3200,10,,,,,,,,,,,
13,M,40,ARTRIW,,3220,3270,50,,,,,,,,,,,
13,M,40,ARTRIW,,4000,4045,45,,,,,,,,,,,
13,M,40,ARTRIW,,4065,4110,45,,,,,,,,,,,
13,M,40,ARTRIW,,4150,4160,10,,,,,,,,,,,
13,M,40,ARTRIW,,4215,4250,35,,,,,,,,,,,
13,M,40,ARTRIW,,4295,4300,5,,,,,,,,,,,
13,M,40,ARTRIW,,4590,4600,10,,,,,,,,,,,
13,M,40,ARTRIW,,4870,4955,85,,,,,,,,,,,
13,M,40,ARTRIW,,4970,4990,20,,,,,,,,,,,
13,M,60,ARTRIW,X,930,945,15,,,,,,,,,,,
13,M,60,ARTRIW,X,985,990,5,,,,,,,,,,,
13,M,60,ARTRIW,X,1510,1515,5,,,,,,,,,,,
13,M,60,ARTRIW,X,2045,2095,50,,,,,,,,,,,
13,M,60,ARTRIW,X,2110,2125,15,,,,,,,,,,,
13,M,60,ARTRIW,X,2695,2710,15,,,,,,,,,,,
13,M,60,ARTRIW,X,2715,2735,20,,,,,,,,,,,
13,M,60,ARTRIW,X,3190,3260,70,,,,,,,,,,,
13,M,60,ARTRIW,X,3395,3405,10,,,,,,,,,,,
13,M,60,ARTRIW,X,4595,4620,25,,,,,,,,,,,
13,M,60,ARTRIW,X,4935,4950,15,,,,,,,,,,,
13,M,60,ARTRIW,,195,210,15,,,,,,,,,,,
13,M,60,ARTRIW,,325,355,30,,,,,,,,,,,
13,M,60,ARTRIW,,370,375,5,,,,,,,,,,,
13,M,60,ARTRIW,,700,760,60,,,,,,,,,,,
13,M,60,ARTRIW,,960,970,10,,,,,,,,,,,
13,M,60,ARTRIW,,1220,1305,85,,,,,,,,,,,
13,M,60,ARTRIW,,1495,1510,15,,,,,,,,,,,
13,M,60,ARTRIW,,1590,1685,95,,,,,,,,,,,
13,M,60,ARTRIW,,2095,2110,15,,,,,,,,,,,
13,M,60,ARTRIW,,2395,2410,15,,,,,,,,,,,
13,M,60,ARTRIW,,2555,2570,15,,,,,,,,,,,
13,M,60,ARTRIW,,2630,2640,10,,,,,,,,,,,
13,M,60,ARTRIW,,2710,2715,5,,,,,,,,,,,
13,M,60,ARTRIW,,2745,2770,25,,,,,,,,,,,
13,M,60,ARTRIW,,2930,2935,5,,,,,,,,,,,
13,M,60,ARTRIW,,2980,2990,10,,,,,,,,,,,
13,M,60,ARTRIW,,3175,3190,15,,,,,,,,,,,
13,M,60,ARTRIW,,3310,3330,20,,,,,,,,,,,
13,M,60,ARTRIW,,3605,3620,15,,,,,,,,,,,
13,M,60,ARTRIW,,3735,3755,20,,,,,,,,,,,
13,M,60,ARTRIW,,3770,3790,20,,,,,,,,,,,
13,M,60,ARTRIW,,3960,4030,70,,,,,,,,,,,
13,M,80,ARTRIW,X,175,210,35,,,,,,,,,,,
13,M,80,ARTRIW,X,425,460,35,,,,,,,,,,,
13,M,80,ARTRIW,X,495,505,10,,,,,,,,,,,
13,M,80,ARTRIW,X,780,825,45,,,,,,,,,,,
13,M,80,ARTRIW,X,990,1035,45,,,,,,,,,,,
13,M,80,ARTRIW,X,1495,1510,15,,,,,,,,,,,
13,M,80,ARTRIW,X,1905,1935,30,,,,,,,,,,,
13,M,80,ARTRIW,X,2400,2410,10,,,,,,,,,,,
13,M,80,ARTRIW,X,3090,3125,35,,,,,,,,,,,
13,M,80,ARTRIW,X,3280,3295,15,,,,,,,,,,,
13,M,80,ARTRIW,X,3820,3860,40,,,,,,,,,,,
13,M,80,ARTRIW,X,4320,4370,50,,,,,,,,,,,
13,M,80,ARTRIW,X,4455,4465,10,,,,,,,,,,,
13,M,80,ARTRIW,,35,85,50,,,,,,,,,,,
13,M,80,ARTRIW,,460,470,10,,,,,,,,,,,
13,M,80,ARTRIW,,505,525,20,,,,,,,,,,,
13,M,80,ARTRIW,,640,675,35,,,,,,,,,,,
13,M,80,ARTRIW,,1855,1905,50,,,,,,,,,,,
13,M,80,ARTRIW,,1935,1955,20,,,,,,,,,,,
13,M,80,ARTRIW,,1960,1975,15,,,,,,,,,,,
13,M,80,ARTRIW,,2170,2215,45,,,,,,,,,,,
13,M,80,ARTRIW,,2365,2370,5,,,,,,,,,,,
13,M,80,ARTRIW,,2900,2930,30,,,,,,,,,,,
13,M,80,ARTRIW,,3125,3185,60,,,,,,,,,,,
13,M,80,ARTRIW,,3295,3310,15,,,,,,,,,,,
13,M,80,ARTRIW,,3455,3520,65,,,,,,,,,,,
13,M,80,ARTRIW,,3770,3820,50,,,,,,,,,,,
13,M,80,ARTRIW,,3950,4015,65,,,,,,,,,,,
13,M,80,ARTRIW,,4220,4275,55,,,,,,,,,,,
13,M,80,ARTRIW,,4555,4570,15,,,,,,,,,,,
13,M,80,ARTRIW,,4590,4620,30,,,,,,,,,,,
13,M,80,ARTRIW,,4915,5000,85,,,,,,,,,,,
13,M,100,ARTRIW,X,235,250,15,,,,,,,,,,,
13,M,100,ARTRIW,X,945,965,20,,,,,,,,,,,
13,M,100,ARTRIW,X,985,995,10,,,,,,,,,,,
13,M,100,ARTRIW,X,1035,1070,35,,,,,,,,,,,
13,M,100,ARTRIW,X,2935,2955,20,,,,,,,,,,,
13,M,100,ARTRIW,X,4205,4260,55,,,,,,,,,,,
13,M,100,ARTRIW,X,4460,4510,50,,,,,,,,,,,
13,M,100,ARTRIW,,105,120,15,,,,,,,,,,,
13,M,100,ARTRIW,,735,790,55,,,,,,,,,,,
13,M,100,ARTRIW,,800,830,30,,,,,,,,,,,
13,M,100,ARTRIW,,975,985,10,,,,,,,,,,,
13,M,100,ARTRIW,,1010,1020,10,,,,,,,,,,,
13,M,100,ARTRIW,,1150,1165,15,,,,,,,,,,,
13,M,100,ARTRIW,,1250,1310,60,,,,,,,,,,,
13,M,100,ARTRIW,,1455,1510,55,,,,,,,,,,,
13,M,100,ARTRIW,,1580,1600,20,,,,,,,,,,,
13,M,100,ARTRIW,,1655,1665,10,,,,,,,,,,,
13,M,100,ARTRIW,,1755,1820,65,,,,,,,,,,,
13,M,100,ARTRIW,,1995,2055,60,,,,,,,,,,,
13,M,100,ARTRIW,,2215,2240,25,,,,,,,,,,,
13,M,100,ARTRIW,,2260,2290,30,,,,,,,,,,,
13,M,100,ARTRIW,,2340,2370,30,,,,,,,,,,,
13,M,100,ARTRIW,,2400,2460,60,,,,,,,,,,,
13,M,100,ARTRIW,,2475,2505,30,,,,,,,,,,,
13,M,100,ARTRIW,,2560,2600,40,,,,,,,,,,,
13,M,100,ARTRIW,,2750,2775,25,,,,,,,,,,,
13,M,100,ARTRIW,,2955,2990,35,,,,,,,,,,,
13,M,100,ARTRIW,,3825,3865,40,,,,,,,,,,,
13,M,100,ARTRIW,,4025,4035,10,,,,,,,,,,,
13,M,100,ARTRIW,,4405,4425,20,,,,,,,,,,,
13,M,100,ARTRIW,,4510,4560,50,,,,,,,,,,,
13,M,100,ARTRIW,,4680,4695,15,,,,,,,,,,,
13,M,100,ARTRIW,,4890,4900,10,,,,,,,,,,,
13,M,100,ARTRIW,,4915,4955,40,,,,,,,,,,,
13,M,100,ARTRIW,,4990,5000,10,,,,,,,,,,,
14,M,0,ARTRIW,X,25,30,5,,,,,,,,,,,
14,M,0,ARTRIW,X,385,390,5,,,,,,,,,,,
14,M,0,ARTRIW,X,990,1015,25,,,,,,,,,,,
14,M,0,ARTRIW,X,1100,1110,10,,,,,,,,,,,
14,M,0,ARTRIW,X,1230,1240,10,,,,,,,,,,,
14,M,0,ARTRIW,X,1260,1270,10,,,,,,,,,,,
14,M,0,ARTRIW,X,1780,1790,10,,,,,,,,,,,
14,M,0,ARTRIW,X,1840,1860,20,,,,,,,,,,,
14,M,0,ARTRIW,X,1880,1890,10,,,,,,,,,,,
14,M,0,ARTRIW,X,2220,2240,20,,,,,,,,,,,
14,M,0,ARTRIW,X,2370,2375,5,,,,,,,,,,,
14,M,0,ARTRIW,X,2405,2410,5,,,,,,,,,,,
14,M,0,ARTRIW,X,2840,2845,5,,,,,,,,,,,
14,M,0,ARTRIW,X,3035,3060,25,,,,,,,,,,,
14,M,0,ARTRIW,X,3330,3355,25,,,,,,,,,,,
14,M,0,ARTRIW,X,4065,4075,10,,,,,,,,,,,
14,M,0,ARTRIW,X,4330,4345,15,,,,,,,,,,,
14,M,0,ARTRIW,X,4600,4615,15,,,,,,,,,,,
14,M,0,GRASPI,X,645,655,10,,,,,,,,,,,
14,M,0,GRASPI,X,665,685,20,,,,,,,,,,,
14,M,0,GRASPI,X,925,940,15,,,,,,,,,,,
14,M,0,GRASPI,X,955,975,20,,,,,,,,,,,
14,M,0,GRASPI,X,1645,1670,25,,,,,,,,,,,
14,M,0,GRASPI,X,3520,3550,30,,,,,,,,,,,
14,M,0,GRASPI,X,3700,3725,25,,,,,,,,,,,
14,M,0,ARTRIW,,140,195,55,,,,,,,,,,,
14,M,0,ARTRIW,,300,315,15,,,,,,,,,,,
14,M,0,ARTRIW,,360,380,20,,,,,,,,,,,
14,M,0,ARTRIW,,1080,1100,20,,,,,,,,,,,
14,M,0,ARTRIW,,1320,1340,20,,,,,,,,,,,
14,M,0,ARTRIW,,1570,1640,70,,,,,,,,,,,
14,M,0,ARTRIW,,1740,1760,20,,,,,,,,,,,
14,M,0,ARTRIW,,1990,2005,15,,,,,,,,,,,
14,M,0,ARTRIW,,2340,2355,15,,,,,,,,,,,
14,M,0,ARTRIW,,2380,2385,5,,,,,,,,,,,
14,M,0,ARTRIW,,2850,2860,10,,,,,,,,,,,
14,M,0,ARTRIW,,3195,3240,45,,,,,,,,,,,
14,M,0,ARTRIW,,3620,3700,80,,,,,,,,,,,
14,M,0,ARTRIW,,3950,3970,20,,,,,,,,,,,
14,M,0,ARTRIW,,4680,4730,50,,,,,,,,,,,
14,M,0,ARTRIW,,4780,4800,20,,,,,,,,,,,
14,M,0,GRASPI,,655,665,10,,,,,,,,,,,
14,M,0,GRASPI,,685,705,20,,,,,,,,,,,
14,M,0,GRASPI,,905,925,20,,,,,,,,,,,
14,M,0,GRASPI,,940,955,15,,,,,,,,,,,
14,M,0,GRASPI,,1355,1440,85,,,,,,,,,,,
14,M,0,GRASPI,,2385,2390,5,,,,,,,,,,,
14,M,0,GRASPI,,2420,2460,40,,,,,,,,,,,
14,M,0,GRASPI,,2795,2805,10,,,,,,,,,,,
14,M,0,GRASPI,,2825,2835,10,,,,,,,,,,,
14,M,0,GRASPI,,2870,2880,10,,,,,,,,,,,
14,M,0,GRASPI,,2885,2900,15,,,,,,,,,,,
14,M,0,GRASPI,,3430,3520,90,,,,,,,,,,,
14,M,0,GRASPI,,4085,4095,10,,,,,,,,,,,
14,M,0,GRASPI,,4490,4540,50,,,,,,,,,,,
14,M,0,GRASPI,,4855,4930,75,,,,,,,,,,,
14,M,20,ARTRIW,X,540,550,10,,,,,,,,,,,
14,M,20,ARTRIW,X,560,570,10,,,,,,,,,,,
14,M,20,ARTRIW,X,660,670,10,,,,,,,,,,,
14,M,20,ARTRIW,X,820,840,20,,,,,,,,,,,
14,M,20,ARTRIW,X,1470,1495,25,,,,,,,,,,,
14,M,20,ARTRIW,X,3495,3510,15,,,,,,,,,,,
14,M,20,ARTRIW,X,3530,3540,10,,,,,,,,,,,
14,M,20,ARTRIW,X,4370,4380,10,,,,,,,,,,,
14,M,20,GRASPI,X,1025,1035,10,,,,,,,,,,,
14,M,20,GRASPI,X,1050,1065,15,,,,,,,,,,,
14,M,20,GRASPI,X,2050,2100,50,,,,,,,,,,,
14,M,20,GRASPI,X,2390,2400,10,,,,,,,,,,,
14,M,20,GRASPI,X,3610,3630,20,,,,,,,,,,,
14,M,20,ARTRIW,,150,210,60,,,,,,,,,,,
14,M,20,ARTRIW,,550,560,10,,,,,,,,,,,
14,M,20,ARTRIW,,575,595,20,,,,,,,,,,,
14,M,20,ARTRIW,,790,820,30,,,,,,,,,,,
14,M,20,ARTRIW,,950,960,10,,,,,,,,,,,
14,M,20,ARTRIW,,970,1010,40,,,,,,,,,,,
14,M,20,ARTRIW,,1420,1430,10,,,,,,,,,,,
14,M,20,ARTRIW,,1740,1800,60,,,,,,,,,,,
14,M,20,ARTRIW,,3190,3260,70,,,,,,,,,,,
14,M,20,ARTRIW,,3510,3530,20,,,,,,,,,,,
14,M,20,ARTRIW,,3685,3720,35,,,,,,,,,,,
14,M,20,ARTRIW,,4350,4365,15,,,,,,,,,,,
14,M,20,ARTRIW,,4390,4430,40,,,,,,,,,,,
14,M,20,ARTRIW,,4550,4605,55,,,,,,,,,,,
14,M,20,ARTRIW,,4900,4945,45,,,,,,,,,,,
14,M,20,GRASPI,,210,245,35,,,,,,,,,,,
14,M,20,GRASPI,,1035,1050,15,,,,,,,,,,,
14,M,20,GRASPI,,1315,1400,85,,,,,,,,,,,
14,M,20,GRASPI,,1660,1680,20,,,,,,,,,,,
14,M,20,GRASPI,,1920,1995,75,,,,,,,,,,,
14,M,20,GRASPI,,2405,2440,35,,,,,,,,,,,
14,M,20,GRASPI,,2535,2615,80,,,,,,,,,,,
14,M,20,GRASPI,,2850,2880,30,,,,,,,,,,,
14,M,20,GRASPI,,3630,3680,50,,,,,,,,,,,
14,M,20,GRASPI,,3870,3915,45,,,,,,,,,,,
14,M,20,GRASPI,,3990,4170,180,,,,,,,,,,,
14,M,20,GRASPI,,4200,4280,80,,,,,,,,,,,
14,M,20,CHRVIS,,3265,3300,35,,,,,,,,,,,
14,M,40,ARTRIW,X,160,185,25,,,,,,,,,,,
14,M,40,ARTRIW,X,400,425,25,,,,,,,,,,,
14,M,40,ARTRIW,X,770,780,10,,,,,,,,,,,
14,M,40,ARTRIW,X,1335,1360,25,,,,,,,,,,,
14,M,40,ARTRIW,X,2840,2850,10,,,,,,,,,,,
14,M,40,ARTRIW,X,4285,4300,15,,,,,,,,,,,
14,M,40,ARTRIW,X,4330,4340,10,,,,,,,,,,,
14,M,40,ARTRIW,X,4515,4525,10,,,,,,,,,,,
14,M,40,ARTRIW,X,4825,4850,25,,,,,,,,,,,
14,M,40,GRASPI,X,1285,1300,15,,,,,,,,,,,
14,M,40,GRASPI,X,1510,1525,15,,,,,,,,,,,
14,M,40,GRASPI,X,1835,1845,10,,,,,,,,,,,
14,M,40,GRASPI,X,2610,2615,5,,,,,,,,,,,
14,M,40,GRASPI,X,2650,2665,15,,,,,,,,,,,
14,M,40,GRASPI,X,3465,3475,10,,,,,,,,,,,
14,M,40,GRASPI,X,3490,3500,10,,,,,,,,,,,
14,M,40,GRASPI,X,3535,3545,10,,,,,,,,,,,
14,M,40,GRASPI,X,3760,3770,10,,,,,,,,,,,
14,M,40,GRASPI,X,4110,4120,10,,,,,,,,,,,
14,M,40,ARTRIW,,780,830,50,,,,,,,,,,,
14,M,40,ARTRIW,,1700,1710,10,,,,,,,,,,,
14,M,40,ARTRIW,,2805,2815,10,,,,,,,,,,,
14,M,40,ARTRIW,,2860,2870,10,,,,,,,,,,,
14,M,40,ARTRIW,,2900,2915,15,,,,,,,,,,,
14,M,40,ARTRIW,,3120,3135,15,,,,,,,,,,,
14,M,40,ARTRIW,,3980,3990,10,,,,,,,,,,,
14,M,40,ARTRIW,,4320,4330,10,,,,,,,,,,,
14,M,40,ARTRIW,,4340,4355,15,,,,,,,,,,,
14,M,40,GRASPI,,50,80,30,,,,,,,,,,,
14,M,40,GRASPI,,435,475,40,,,,,,,,,,,
14,M,40,GRASPI,,850,865,15,,,,,,,,,,,
14,M,40,GRASPI,,880,890,10,,,,,,,,,,,
14,M,40,GRASPI,,1225,1285,60,,,,,,,,,,,
14,M,40,GRASPI,,1495,1505,10,,,,,,,,,,,
14,M,40,GRASPI,,1845,1880,35,,,,,,,,,,,
14,M,40,GRASPI,,2625,2650,25,,,,,,,,,,,
14,M,40,GRASPI,,3475,3490,15,,,,,,,,,,,
14,M,40,GRASPI,,3505,3515,10,,,,,,,,,,,
14,M,40,GRASPI,,3545,3570,25,,,,,,,,,,,
14,M,40,GRASPI,,4005,4040,35,,,,,,,,,,,
14,M,40,GRASPI,,4390,4445,55,,,,,,,,,,,
14,M,60,ARTRIW,X,810,820,10,,,,,,,,,,,
14,M,60,ARTRIW,X,1420,1430,10,,,,,,,,,,,
14,M,60,ARTRIW,X,2310,2335,25,,,,,,,,,,,
14,M,60,ARTRIW,X,2360,2375,15,,,,,,,,,,,
14,M,60,ARTRIW,X,2960,2980,20,,,,,,,,,,,
14,M,60,ARTRIW,X,3225,3235,10,,,,,,,,,,,
14,M,60,ARTRIW,X,4980,5000,20,,,,,,,,,,,
14,M,60,GRASPI,X,630,640,10,,,,,,,,,,,
14,M,60,GRASPI,X,1080,1200,120,,,,,,,,,,,
14,M,60,GRASPI,X,1570,1590,20,,,,,,,,,,,
14,M,60,GRASPI,X,3200,3215,15,,,,,,,,,,,
14,M,60,GRASPI,X,3610,3630,20,,,,,,,,,,,
14,M,60,GRASPI,X,3950,3980,30,,,,,,,,,,,
14,M,60,GRASPI,X,4035,4055,20,,,,,,,,,,,
14,M,60,GRASPI,X,4235,4445,210,,,,,,,,,,,
14,M,60,ARTRIW,,100,155,55,,,,,,,,,,,
14,M,60,ARTRIW,,770,785,15,,,,,,,,,,,
14,M,60,ARTRIW,,794,810,16,,,,,,,,,,,
14,M,60,ARTRIW,,1535,1540,5,,,,,,,,,,,
14,M,60,ARTRIW,,2335,2360,25,,,,,,,,,,,
14,M,60,ARTRIW,,3060,3070,10,,,,,,,,,,,
14,M,60,ARTRIW,,3085,3100,15,,,,,,,,,,,
14,M,60,ARTRIW,,4775,4800,25,,,,,,,,,,,
14,M,60,ARTRIW,,4925,4960,35,,,,,,,,,,,
14,M,60,GRASPI,,245,265,20,,,,,,,,,,,
14,M,60,GRASPI,,285,310,25,,,,,,,,,,,
14,M,60,GRASPI,,640,670,30,,,,,,,,,,,
14,M,60,GRASPI,,960,970,10,,,,,,,,,,,
14,M,60,GRASPI,,1885,1960,75,,,,,,,,,,,
14,M,60,GRASPI,,2100,2160,60,,,,,,,,,,,
14,M,60,GRASPI,,2420,2470,50,,,,,,,,,,,
14,M,60,GRASPI,,2630,2680,50,,,,,,,,,,,
14,M,60,GRASPI,,3150,3170,20,,,,,,,,,,,
14,M,60,GRASPI,,3190,3200,10,,,,,,,,,,,
14,M,60,GRASPI,,3470,3520,50,,,,,,,,,,,
14,M,60,GRASPI,,3810,3820,10,,,,,,,,,,,
14,M,60,GRASPI,,3835,3840,5,,,,,,,,,,,
14,M,60,GRASPI,,4000,4035,35,,,,,,,,,,,
14,M,60,GRASPI,,4290,4340,50,,,,,,,,,,,
14,M,60,GRASPI,,4690,4775,85,,,,,,,,,,,
14,M,80,ARTRIW,X,600,620,20,,,,,,,,,,,
14,M,80,ARTRIW,X,625,635,10,,,,,,,,,,,
14,M,80,ARTRIW,X,885,915,30,,,,,,,,,,,
14,M,80,ARTRIW,X,940,965,25,,,,,,,,,,,
14,M,80,ARTRIW,X,1140,1165,25,,,,,,,,,,,
14,M,80,ARTRIW,X,1205,1230,25,,,,,,,,,,,
14,M,80,ARTRIW,X,1535,1560,25,,,,,,,,,,,
14,M,80,ARTRIW,X,1670,1690,20,,,,,,,,,,,
14,M,80,ARTRIW,X,1940,1950,10,,,,,,,,,,,
14,M,80,ARTRIW,X,2330,2350,20,,,,,,,,,,,
14,M,80,ARTRIW,X,2445,2470,25,,,,,,,,,,,
14,M,80,ARTRIW,X,2635,2675,40,,,,,,,,,,,
14,M,80,ARTRIW,X,2810,2850,40,,,,,,,,,,,
14,M,80,ARTRIW,X,2900,2910,10,,,,,,,,,,,
14,M,80,ARTRIW,X,3245,3295,50,,,,,,,,,,,
14,M,80,ARTRIW,X,3370,3400,30,,,,,,,,,,,
14,M,80,ARTRIW,X,3580,3585,5,,,,,,,,,,,
14,M,80,ARTRIW,X,3625,3635,10,,,,,,,,,,,
14,M,80,ARTRIW,X,4115,4140,25,,,,,,,,,,,
14,M,80,ARTRIW,X,4645,4690,45,,,,,,,,,,,
14,M,80,ARTRIW,X,4890,4900,10,,,,,,,,,,,
14,M,80,GRASPI,X,305,325,20,,,,,,,,,,,
14,M,80,GRASPI,X,480,490,10,,,,,,,,,,,
14,M,80,GRASPI,X,730,740,10,,,,,,,,,,,
14,M,80,ARTRIW,,620,625,5,,,,,,,,,,,
14,M,80,ARTRIW,,870,885,15,,,,,,,,,,,
14,M,80,ARTRIW,,1175,1200,25,,,,,,,,,,,
14,M,80,ARTRIW,,1290,1315,25,,,,,,,,,,,
14,M,80,ARTRIW,,1335,1365,30,,,,,,,,,,,
14,M,80,ARTRIW,,1495,1520,25,,,,,,,,,,,
14,M,80,ARTRIW,,1570,1585,15,,,,,,,,,,,
14,M,80,ARTRIW,,1950,2000,50,,,,,,,,,,,
14,M,80,ARTRIW,,2785,2795,10,,,,,,,,,,,
14,M,80,ARTRIW,,3230,3240,10,,,,,,,,,,,
14,M,80,ARTRIW,,3305,3310,5,,,,,,,,,,,
14,M,80,ARTRIW,,3595,3605,10,,,,,,,,,,,
14,M,80,ARTRIW,,3635,3650,15,,,,,,,,,,,
14,M,80,ARTRIW,,3665,3695,30,,,,,,,,,,,
14,M,80,ARTRIW,,4010,4055,45,,,,,,,,,,,
14,M,80,ARTRIW,,4455,4490,35,,,,,,,,,,,
14,M,80,GRASPI,,420,430,10,,,,,,,,,,,
14,M,80,GRASPI,,465,480,15,,,,,,,,,,,
14,M,80,GRASPI,,680,730,50,,,,,,,,,,,
